2.091650000000000000e+05 3.333330000000000126e+00 -3.837210000000000321e+01 3.851659999999999684e+01 -8.503530000000000655e+01 1.334789999999999865e-01 4.292959999999999832e-02 -1.932719999999999924e-02 6.547100000000000142e-03 1.388820000000000054e-01 -1.926999999999999894e-02 -1.790869999999999962e-02 -9.781730000000000633e-03 1.000000000000000000e+00
2.184430000000000000e+05 -3.589150000000000063e+01 1.000000000000000000e+01 3.725849999999999795e+01 1.644310000000000116e+02 1.327109999999999956e-01 -4.650799999999999934e-01 1.397989999999999997e-02 -1.239619999999999958e-02 -3.540809999999999791e-01 -3.294509999999999939e-01 -1.837580000000000116e-02 -3.381330000000000099e-03 1.000000000000000000e+00
4.182080000000000000e+05 -3.341089999999999804e+01 -2.348839999999999861e+01 4.084100000000000108e+01 -1.448919999999999959e+02 7.252540000000000375e-02 -1.938290000000000152e-02 -2.198159999999999784e-03 -9.836730000000000126e-04 -6.309610000000000218e-03 -7.480520000000000225e-02 1.669649999999999954e-03 1.735460000000000084e-03 1.000000000000000000e+00
2.666020000000000000e+05 -2.534880000000000067e+01 3.124030000000000129e+01 4.023080000000000211e+01 1.290560000000000116e+02 2.302980000000000027e-01 -2.138019999999999921e-01 -3.848579999999999883e-03 -2.887499999999999876e-03 -1.617780000000000051e-01 2.693999999999999728e-01 -3.618329999999999897e-03 -3.171259999999999964e-03 1.000000000000000000e+00
2.648520000000000000e+05 2.069770000000000110e+01 2.286820000000000164e+01 3.084390000000000143e+01 4.785229999999999961e+01 -5.331439999999999513e-01 -4.742600000000000288e-02 -2.348030000000000082e-03 -1.005349999999999994e-02 -5.801910000000000400e-03 5.352179999999999715e-01 9.770330000000000681e-03 3.335700000000000037e-03 1.000000000000000000e+00
3.023330000000000000e+05 3.333330000000000126e+00 -6.279069999999999929e+00 7.108999999999999986e+00 -6.203779999999999717e+01 -2.833120000000000083e-01 1.226930000000000034e-02 4.480789999999999773e-02 2.158509999999999943e-02 -1.485730000000000106e-01 -2.415410000000000057e-01 4.298409999999999731e-02 2.502060000000000048e-02 1.000000000000000000e+00
8.231800000000000000e+04 3.279070000000000107e+01 -1.682169999999999987e+01 3.685379999999999967e+01 -2.715800000000000125e+01 4.079740000000000033e-01 -3.562319999999999931e-01 5.481089999999999660e-04 1.458270000000000052e-02 -5.273259999999999614e-01 1.235779999999999934e-01 1.152500000000000052e-02 8.951550000000000826e-03 1.000000000000000000e+00
1.798830000000000000e+05 -1.713179999999999836e+01 -2.813950000000000173e+01 3.294440000000000168e+01 -1.213340000000000032e+02 -1.741250000000000020e-01 -3.263030000000000097e-02 1.134690000000000004e-02 4.067140000000000338e-03 -5.096289999999999848e-02 1.696670000000000122e-01 1.596930000000000094e-03 -1.194749999999999979e-02 1.000000000000000000e+00
9.250900000000000000e+04 7.674419999999999575e+00 2.348839999999999861e+01 2.471030000000000015e+01 7.190619999999999834e+01 -2.777290000000000036e-01 -2.054429999999999867e-01 9.137420000000000264e-03 -7.804170000000000031e-03 -1.028499999999999970e-01 3.297910000000000008e-01 1.198250000000000010e-02 9.035939999999999684e-04 1.000000000000000000e+00
1.296720000000000000e+05 4.573640000000000150e+00 2.581400000000000006e+01 2.621600000000000108e+01 7.995279999999999632e+01 4.355990000000000140e-01 1.078910000000000008e-01 3.518299999999999813e-03 -6.702030000000000313e-03 3.720149999999999846e-01 -2.509819999999999829e-01 5.606739999999999814e-03 5.085280000000000182e-03 1.000000000000000000e+00
